Sl. No.,"Flight
No.","Operator
Code","Aircraft
Type",Frequency,"Arrival
from","Arrival
Time","Departure
to","Departure
Time","Effective
from","Effective
to"
4,G8 176,GOW,A 320,Daily,,,DEL,1:20,28-Oct-19,28-Mar-20
5,G8 293,GOW,A 320,7,,,BLR,1:25,27-Oct-19,27-Oct-19
6,G8 293,GOW,A 320,Daily,,,BLR,1:25,28-Oct-19,28-Mar-20
7,G8 283,GOW,A 320,Daily,BLR,6:55,,,27-Oct-19,28-Mar-20
8,G8 283,GOW,A 320,Daily,,,NAG,7:25,27-Oct-19,28-Mar-20
9,G8 173,GOW,A 320,6,DEL,10:15,,,2-Nov-19,28-Mar-20
10,G8 173,GOW,A 320,123457,DEL,10:45,,,27-Oct-19,27-Mar-20
11,G8 174,GOW,A 320,6,,,DEL,10:55,2-Nov-19,28-Mar-20
12,G8 174,GOW,A 320,123457,,,DEL,11:15,27-Oct-19,27-Mar-20
13,G8 241,GOW,A 320,13457,BLR,13:45,,,27-Oct-19,27-Mar-20
14,G8 242,GOW,A 320,13457,,,BLR,14:15,27-Oct-19,27-Mar-20
15,G8 893,GOW,A 320,7,BLR,16:30,,,27-Oct-19,22-Mar-20
16,G8 895,GOW,A 320,7,,,BLR,17:00,27-Oct-19,22-Mar-20
17,G8 241,GOW,A 320,6,BLR,18:15,,,2-Nov-19,28-Mar-20
18,G8 2513,GOW,A 320,Daily,DEL,19:00,,,27-Oct-19,28-Mar-20
19,G8 242,GOW,A 320,6,,,BLR,19:00,2-Nov-19,28-Mar-20
20,G8 2541,GOW,A 320,Daily,,,DEL,19:30,27-Oct-19,28-Mar-20
21,G8 171,GOW,A 320,Daily,DEL,20:25,,,27-Oct-19,28-Mar-20
22,G8 172,GOW,A 320,Daily,,,DEL,20:55,27-Oct-19,28-Mar-20
23,G8 275,GOW,A 320,Daily,DEL,21:55,,,27-Oct-19,28-Mar-20
24,G8 284,GOW,A 320,Daily,NAG,21:55,,,27-Oct-19,28-Mar-20
25,G8 633,GOW,A 320,Daily,AMD,22:25,,,27-Oct-19,28-Mar-20
26,G8 394,GOW,A 320,Daily,,,CCU,22:25,27-Oct-19,28-Mar-20
27,G8 451,GOW,A 320,Daily,MAA,22:45,,,27-Oct-19,28-Mar-20
28,G8 284,GOW,A 320,Daily,,,BLR,22:45,27-Oct-19,28-Mar-20
29,G8 633,GOW,A 320,Daily,,,MAA,23:00,27-Oct-19,28-Mar-20
30,G8 451,GOW,A 320,Daily,,,AMD,23:15,27-Oct-19,28-Mar-20
Ranchi,,,,,,,,,,
1,G8 143,GOW,A 320,Daily,DEL,7:30,,,1-Dec-19,31-Jan-20
2,G8 273,GOW,A 320,Daily,,,BLR,8:00,1-Dec-19,31-Jan-20
3,G8 145,GOW,A 320,Daily,DEL,10:45,,,27-Oct-19,28-Mar-20
4,G8 705,GOW,A 320,7,BOM,10:55,,,27-Oct-19,22-Mar-20
5,G8 146,GOW,A 320,Daily,,,DEL,11:15,27-Oct-19,28-Mar-20
6,G8 706,GOW,A 320,7,,,BOM,11:25,27-Oct-19,22-Mar-20
7,G8 373,GOW,A 320,2,PAT,13:10,,,29-Oct-19,24-Mar-20
8,G8 2502,GOW,A 320,Daily,BOM,13:20,,,27-Oct-19,28-Mar-20
9,G8 374,GOW,A 320,134567,BLR,13:30,,,27-Oct-19,30-Nov-19
10,G8 374,GOW,A 320,134567,BLR,13:30,,,1-Feb-20,28-Mar-20
11,G8 373,GOW,A 320,2,,,BLR,13:40,29-Oct-19,24-Mar-20
12,G8 2503,GOW,A 320,Daily,,,BOM,13:50,27-Oct-19,28-Mar-20
13,G8 375,GOW,A 320,134567,,,BLR,14:00,27-Oct-19,30-Nov-19
14,G8 375,GOW,A 320,134567,,,BLR,14:00,1-Feb-20,28-Mar-20
15,G8 237,GOW,A 320,Daily,DEL,14:40,,,27-Oct-19,28-Mar-20
16,G8 238,GOW,A 320,Daily,,,DEL,15:10,27-Oct-19,28-Mar-20
17,G8 545,GOW,A 320,Daily,HYD,15:50,,,27-Oct-19,28-Mar-20
18,G8 547,GOW,A 320,Daily,,,HYD,16:20,27-Oct-19,28-Mar-20
19,G8 483,GOW,A 320,Daily,BOM,18:40,,,27-Oct-19,28-Mar-20
20,G8 484,GOW,A 320,Daily,,,BOM,19:15,27-Oct-19,28-Mar-20
21,G8 274,GOW,A 320,Daily,BLR,19:30,,,1-Dec-19,31-Jan-20
22,G8 167,GOW,A 320,Daily,DEL,19:55,,,27-Oct-19,28-Mar-20
23,G8 144,GOW,A 320,Daily,,,DEL,20:00,1-Dec-19,31-Jan-20
24,G8 148,GOW,A 320,Daily,,,DEL,20:25,27-Oct-19,28-Mar-20
Srinagar,,,,,,,,,,
1,G8 227,GOW,A 320,Daily,DEL,10:45,,,27-Oct-19,28-Mar-20
2,G8 192,GOW,A 320,Daily,,,DEL,11:15,27-Oct-19,28-Mar-20
3,G8 911,GOW,A 320,123456,IXC,13:10,,,28-Oct-19,28-Mar-20
4,G8 213,GOW,A 320,Daily,DEL,13:20,,,27-Oct-19,28-Mar-20
5,G8 913,GOW,A 320,123456,,,IXC,13:45,28-Oct-19,28-Mar-20
6,G8 213,GOW,A 320,Daily,,,IXJ,13:50,27-Oct-19,28-Mar-20
7,G8 287,GOW,A 320,Daily,IXJ,14:35,,,27-Oct-19,28-Mar-20
8,G8 287,GOW,A 320,Daily,,,BOM,15:10,27-Oct-19,28-Mar-20
9,G8 199,GOW,A 320,Daily,DEL,15:15,,,27-Oct-19,28-Mar-20
10,G8 196,GOW,A 320,Daily,IXJ,15:45,,,27-Oct-19,28-Mar-20
11,G8 149,GOW,A 320,Daily,,,DEL,16:00,27-Oct-19,28-Mar-20
12,G8 196,GOW,A 320,Daily,,,DEL,16:15,27-Oct-19,28-Mar-20
Thiruvananthapuram,,,,,,,,,,
1,G8 770,GOW,A 320,Daily,BLR,17:20,,,27-Oct-19,28-Mar-20
2,G8 925,GOW,A 320,Daily,,,MAA,18:00,27-Oct-19,28-Mar-20
3,G8 926,GOW,A 320,Daily,MAA,21:05,,,27-Oct-19,28-Mar-20
4,G8 771,GOW,A 320,Daily,,,BLR,21:40,27-Oct-19,28-Mar-20
Varanasi,,,,,,,,,,
1,G8 766,GOW,A 320,Daily,BLR,7:20,,,25-Nov-19,28-Mar-20
2,G8 767,GOW,A 320,Daily,,,DEL,8:00,25-Nov-19,28-Mar-20
3,G8 768,GOW,A 320,Daily,DEL,11:40,,,25-Nov-19,28-Mar-20
4,G8 769,GOW,A 320,Daily,,,BLR,12:20,25-Nov-19,28-Mar-20
5,G8 308,GOW,A 320,Daily,AMD,12:30,,,25-Nov-19,28-Mar-20
6,G8 309,GOW,A 320,Daily,,,AMD,13:00,25-Nov-19,28-Mar-20
7,G8 233,GOW,A 320,Daily,DEL,22:10,,,25-Nov-19,28-Mar-20
8,G8 234,GOW,A 320,Daily,,,DEL,23:10,25-Nov-19,28-Mar-20
